x,y,text
10.248427,9.616136,"It was from my own Elizabeth:--  ""My dearest Cousin,  ""You have been ill, very ill, and even the constant letters of dear kind Henry are not sufficient to reassure me on your account."
10.032357,10.369556,"You are forbidden to write--to hold a pen; yet one word from you, dear Victor, is necessary to calm our apprehensions."
7.862892,8.742918,"For a long time I have thought that each post would bring this line, and my persuasions have restrained my uncle from undertaking a journey to Ingolstadt."
9.553331,10.122186,I have prevented his encountering the inconveniences and perhaps dangers of so long a journey; yet how often have I regretted not being able to perform it myself!
10.432707,9.163598,"I figure to myself that the task of attending on your sick bed has devolved on some mercenary old nurse, who could never guess your wishes, nor minister to them with the care and affection of your poor cousin."
9.679728,9.80353,"Your father's health is vigorous, and he asks but to see you,--but to be assured that you are well; and not a care will ever cloud his benevolent countenance."
7.703977,8.71201,"He is desirous to be a true Swiss, and to enter into foreign service; but we cannot part with him, at least until his elder brother return to us."
7.7308936,8.740292,My uncle is not pleased with the idea of a military career in a distant country; but Ernest never had your powers of application.
8.166442,9.688386,"He looks upon study as an odious fetter;--his time is spent in the open air, climbing the hills or rowing on the lake."
8.583128,10.831555,"I fear that he will become an idler, unless we yield the point, and permit him to enter on the profession which he has selected."
5.0101767,10.384407,"The blue lake, and snow-clad mountains, they never change;--and I think our placid home, and our contented hearts are regulated by the same immutable laws."
8.610014,9.608644,"My trifling occupations take up my time and amuse me, and I am rewarded for any exertions by seeing none but happy, kind faces around me."
11.421302,9.083221,"This girl had always been the favourite of her father; but, through a strange perversity, her mother could not endure her, and, after the death of M. Moritz, treated her very ill. My aunt observed this; and, when Justine was twelve years of age, prevailed on her mother to allow her to live at our house."
8.84025,9.054882,The republican institutions of our country have produced simpler and happier manners than those which prevail in the great monarchies that surround it.
8.908677,9.118066,"Hence there is less distinction between the several classes of its inhabitants; and the lower orders, being neither so poor nor so despised, their manners are more refined and moral."
11.450762,9.130106,"Justine, thus received in our family, learned the duties of a servant; a condition which, in our fortunate country, does not include the idea of ignorance, and a sacrifice of the dignity of a human being."
11.395657,9.07167,"""Justine, you may remember, was a great favourite of yours; and I recollect you once remarked, that if you were in an ill-humour, one glance from Justine could dissipate it, for the same reason that Ariosto gives concerning the beauty of Angelica--she looked so frank-hearted and happy."
10.175836,8.62135,"My aunt conceived a great attachment for her, by which she was induced to give her an education superior to that which she had at first intended."
11.4117985,9.069448,This benefit was fully repaid; Justine was the most grateful little creature in the world: I do not mean that she made any professions; I never heard one pass her lips; but you could see by her eyes that she almost adored her protectress.
10.297857,8.48281,"Although her disposition was gay, and in many respects inconsiderate, yet she paid the greatest attention to every gesture of my aunt."
10.383471,8.592908,"She thought her the model of all excellence, and endeavoured to imitate her phraseology and manners, so that even now she often reminds me of her."
11.206319,9.044672,"""When my dearest aunt died, every one was too much occupied in their own grief to notice poor Justine, who had attended her during her illness with the most anxious affection."
9.928998,8.269422,"""One by one, her brothers and sister died; and her mother, with the exception of her neglected daughter, was left childless."
11.334006,9.225031,The conscience of the woman was troubled; she began to think that the deaths of her favourites was a judgment from heaven to chastise her partiality.
7.7068014,8.465885,"Accordingly, a few months after your departure for Ingolstadt, Justine was called home by her repentant mother."
10.492933,8.498104,"she wept when she quitted our house; she was much altered since the death of my aunt; grief had given softness and a winning mildness to her manners, which had before been remarkable for vivacity."
11.571766,9.410649,"She sometimes begged Justine to forgive her unkindness, but much oftener accused her of having caused the deaths of her brothers and sister."
11.078351,8.543275,"Perpetual fretting at length threw Madame Moritz into a decline, which at first increased her irritability, but she is now at peace for ever."
10.236102,8.538269,"She is very clever and gentle, and extremely pretty; as I mentioned before, her mien and her expressions continually remind me of my dear aunt."
10.277736,8.377529,"I wish you could see him; he is very tall of his age, with sweet laughing blue eyes, dark eyelashes, and curling hair."
9.983054,8.49445,"He has already had one or two little _wives_, but Louisa Biron is his favourite, a pretty little girl of five years of age."
10.147374,9.641385,"""Now, dear Victor, I dare say you wish to be indulged in a little gossip concerning the good people of Geneva."
9.633007,8.806514,"The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq."
11.132402,11.223633,"Your favourite schoolfellow, Louis Manoir, has suffered several misfortunes since the departure of Clerval from Geneva."
9.570443,8.664111,"But he has already recovered his spirits, and is reported to be on the point of marrying a very lively pretty Frenchwoman, Madame Tavernier."
10.067889,8.552623,"She is a widow, and much older than Manoir; but she is very much admired, and a favourite with everybody."
9.599426,10.197283,"""I have written myself into better spirits, dear cousin; but my anxiety returns upon me as I conclude."
9.474698,9.64642,"Ten thousand thanks to Henry for his kindness, his affection, and his many letters: we are sincerely grateful."
10.2437,9.81409,"I exclaimed, when I had read her letter, ""I will write instantly, and relieve them from the anxiety they must feel."""
7.7334175,10.712499,"I wrote, and this exertion greatly fatigued me; but my convalescence had commenced, and proceeded regularly."
7.7617583,9.67943,One of my first duties on my recovery was to introduce Clerval to the several professors of the university.
8.225429,12.538086,"In doing this, I underwent a kind of rough usage, ill befitting the wounds that my mind had sustained."
7.3221183,12.7762,"Ever since the fatal night, the end of my labours, and the beginning of my misfortunes, I had conceived a violent antipathy even to the name of natural philosophy."
7.7921796,12.598443,"When I was otherwise quite restored to health, the sight of a chemical instrument would renew all the agony of my nervous symptoms."
7.177924,12.719941,He had also changed my apartment; for he perceived that I had acquired a dislike for the room which had previously been my laboratory.
6.5993876,13.245311,"M. Waldman inflicted torture when he praised, with kindness and warmth, the astonishing progress I had made in the sciences."
7.02575,12.85077,"He soon perceived that I disliked the subject; but not guessing the real cause, he attributed my feelings to modesty, and changed the subject from my improvement, to the science itself, with a desire, as I evidently saw, of drawing me out."
8.263061,12.733795,"I felt as if he had placed carefully, one by one, in my view those instruments which were to be afterwards used in putting me to a slow and cruel death."
8.035299,9.316891,"Clerval, whose eyes and feelings were always quick in discerning the sensations of others, declined the subject, alleging, in excuse, his total ignorance; and the conversation took a more general turn."
9.495065,10.1124735,"I saw plainly that he was surprised, but he never attempted to draw my secret from me; and although I loved him with a mixture of affection and reverence that knew no bounds, yet I could never persuade myself to confide to him that event which was so often present to my recollection, but which I feared the detail to another would only impress more deeply."
6.90097,13.197375,"M. Krempe was not equally docile; and in my condition at that time, of almost insupportable sensitiveness, his harsh blunt encomiums gave me even more pain than the benevolent approbation of M. Waldman."
9.069642,13.557848,"A youngster who, but a few years ago, believed in Cornelius Agrippa as firmly as in the gospel, has now set himself at the head of the university; and if he is not soon pulled down, we shall all be out of countenance.--Ay, ay,"" continued he, observing my face expressive of suffering, ""M. Frankenstein is modest; an excellent quality in a young man."
7.9566045,9.803861,"Young men should be diffident of themselves, you know, M. Clerval: I was myself when young; but that wears out in a very short time."""
8.613666,10.562133,"M. Krempe had now commenced an eulogy on himself, which happily turned the conversation from a subject that was so annoying to me."
7.9706545,9.239769,Clerval had never sympathised in my tastes for natural science; and his literary pursuits differed wholly from those which had occupied me.
8.2826,8.571523,"He came to the university with the design of making himself complete master of the oriental languages, as thus he should open a field for the plan of life he had marked out for himself."
8.2358675,8.6925125,"Resolved to pursue no inglorious career, he turned his eyes toward the East, as affording scope for his spirit of enterprise."
8.502206,8.393737,"The Persian, Arabic, and Sanscrit languages engaged his attention, and I was easily induced to enter on the same studies."
8.094418,9.43502,"Idleness had ever been irksome to me, and now that I wished to fly from reflection, and hated my former studies, I felt great relief in being the fellow-pupil with my friend, and found not only instruction but consolation in the works of the orientalists."
8.180647,8.647162,"I did not, like him, attempt a critical knowledge of their dialects, for I did not contemplate making any other use of them than temporary amusement."
8.267912,9.680774,"Their melancholy is soothing, and their joy elevating, to a degree I never experienced in studying the authors of any other country."
8.2725115,9.827226,"When you read their writings, life appears to consist in a warm sun and a garden of roses,--in the smiles and frowns of a fair enemy, and the fire that consumes your own heart."
5.538772,9.832335,"Summer passed away in these occupations, and my return to Geneva was fixed for the latter end of autumn; but being delayed by several accidents, winter and snow arrived, the roads were deemed impassable, and my journey was retarded until the ensuing spring."
7.4839606,8.996986,"My return had only been delayed so long, from an unwillingness to leave Clerval in a strange place, before he had become acquainted with any of its inhabitants."
5.3909316,9.883216,"The winter, however, was spent cheerfully; and although the spring was uncommonly late, when it came its beauty compensated for its dilatoriness."
7.30373,8.644137,"The month of May had already commenced, and I expected the letter daily which was to fix the date of my departure, when Henry proposed a pedestrian tour in the environs of Ingolstadt, that I might bid a personal farewell to the country I had so long inhabited."
8.0831375,9.51933,"I acceded with pleasure to this proposition: I was fond of exercise, and Clerval had always been my favourite companion in the rambles of this nature that I had taken among the scenes of my native country."
7.919682,10.423551,"We passed a fortnight in these perambulations: my health and spirits had long been restored, and they gained additional strength from the salubrious air I breathed, the natural incidents of our progress, and the conversation of my friend."
8.225477,9.462174,"Study had before secluded me from the intercourse of my fellow-creatures, and rendered me unsocial; but Clerval called forth the better feelings of my heart; he again taught me to love the aspect of nature, and the cheerful faces of children."
9.464027,10.093758,"how sincerely did you love me, and endeavour to elevate my mind until it was on a level with your own!"
9.00514,10.053235,"A selfish pursuit had cramped and narrowed me, until your gentleness and affection warmed and opened my senses; I became the same happy creature who, a few years ago, loved and beloved by all, had no sorrow or care."
5.6090403,10.051109,"The present season was indeed divine; the flowers of spring bloomed in the hedges, while those of summer were already in bud."
7.6993084,11.567343,"I was undisturbed by thoughts which during the preceding year had pressed upon me, notwithstanding my endeavours to throw them off, with an invincible burden."
9.369955,9.601331,"Henry rejoiced in my gaiety, and sincerely sympathised in my feelings: he exerted himself to amuse me, while he expressed the sensations that filled his soul."
8.701409,8.5484495,"The resources of his mind on this occasion were truly astonishing: his conversation was full of imagination; and very often, in imitation of the Persian and Arabic writers, he invented tales of wonderful fancy and passion."
8.71656,8.817981,"At other times he repeated my favourite poems, or drew me out into arguments, which he supported with great ingenuity."
7.825216,9.290726,"We returned to our college on a Sunday afternoon: the peasants were dancing, and every one we met appeared gay and happy."
7.892929,8.72676,"On my return, I found the following letter from my father:--  ""My dear Victor,  ""You have probably waited impatiently for a letter to fix the date of your return to us; and I was at first tempted to write only a few lines, merely mentioning the day on which I should expect you."
9.952687,9.71832,"What would be your surprise, my son, when you expected a happy and glad welcome, to behold, on the contrary, tears and wretchedness?"
9.914169,10.521955,Absence cannot have rendered you callous to our joys and griefs; and how shall I inflict pain on my long absent son?
8.643497,11.792487,"I wish to prepare you for the woful news, but I know it is impossible; even now your eye skims over the page, to seek the words which are to convey to you the horrible tidings."
10.728308,9.663685,"""William is dead!--that sweet child, whose smiles delighted and warmed my heart, who was so gentle, yet so gay!"
10.982376,8.174643,"It was already dusk before we thought of returning; and then we discovered that William and Ernest, who had gone on before, were not to be found."
10.955199,8.154541,"Presently Ernest came, and enquired if we had seen his brother: he said, that he had been playing with him, that William had run away to hide himself, and that he vainly sought for him, and afterwards waited for him a long time, but that he did not return."
11.105519,8.212593,"""This account rather alarmed us, and we continued to search for him until night fell, when Elizabeth conjectured that he might have returned to the house."
10.991049,8.822761,"We returned again, with torches; for I could not rest, when I thought that my sweet boy had lost himself, and was exposed to all the damps and dews of night; Elizabeth also suffered extreme anguish."
11.216079,9.891137,"About five in the morning I discovered my lovely boy, whom the night before I had seen blooming and active in health, stretched on the grass livid and motionless: the print of the murderer's finger was on his neck."
10.7916155,9.315506,"""He was conveyed home, and the anguish that was visible in my countenance betrayed the secret to Elizabeth."
11.363213,9.190512,"At first I attempted to prevent her; but she persisted, and entering the room where it lay, hastily examined the neck of the victim, and clasping her hands exclaimed, 'O God!"
10.359418,9.044802,"She told me, that that same evening William had teased her to let him wear a very valuable miniature that she possessed of your mother."
11.101576,8.710604,"We have no trace of him at present, although our exertions to discover him are unremitted; but they will not restore my beloved William!"
11.527102,9.385101,"She weeps continually, and accuses herself unjustly as the cause of his death; her words pierce my heart."
10.06096,10.985479,"We are all unhappy; but will not that be an additional motive for you, my son, to return and be our comforter?"
10.212112,9.742652,"""Come, Victor; not brooding thoughts of vengeance against the assassin, but with feelings of peace and gentleness, that will heal, instead of festering, the wounds of our minds."
10.070058,11.474515,"Enter the house of mourning, my friend, but with kindness and affection for those who love you, and not with hatred for your enemies."
8.17201,9.386316,"*       *       *       *       *  Clerval, who had watched my countenance as I read this letter, was surprised to observe the despair that succeeded to the joy I at first expressed on receiving news from my friends."
9.2275305,13.481337,"""My dear Frankenstein,"" exclaimed Henry, when he perceived me weep with bitterness, ""are you always to be unhappy?"
6.99913,11.254604,"I motioned to him to take up the letter, while I walked up and down the room in the extremest agitation."
8.231169,9.426368,"During our walk, Clerval endeavoured to say a few words of consolation; he could only express his heart-felt sympathy."
8.036069,9.397882,"Clerval spoke thus as we hurried through the streets; the words impressed themselves on my mind, and I remembered them afterwards in solitude."
7.7659807,10.780706,"At first I wished to hurry on, for I longed to console and sympathise with my loved and sorrowing friends; but when I drew near my native town, I slackened my progress."
7.38632,10.617956,"One sudden and desolating change had taken place; but a thousand little circumstances might have by degrees worked other alterations, which, although they were done more tranquilly, might not be the less decisive."
7.826918,12.282931,"Fear overcame me; I dared not advance, dreading a thousand nameless evils that made me tremble, although I was unable to define them."
5.004059,10.508751,"I contemplated the lake: the waters were placid; all around was calm; and the snowy mountains, ""the palaces of nature,"" were not changed."
7.9305806,10.431069,"I fear, my friend, that I shall render myself tedious by dwelling on these preliminary circumstances; but they were days of comparative happiness, and I think of them with pleasure."
5.0086613,10.817218,"who but a native can tell the delight I took in again beholding thy streams, thy mountains, and, more than all, thy lovely lake!"
6.4189677,11.478862,"Night also closed around; and when I could hardly see the dark mountains, I felt still more gloomily."
9.037749,12.760456,"The picture appeared a vast and dim scene of evil, and I foresaw obscurely that I was destined to become the most wretched of human beings."
8.461325,12.026439,"I prophesied truly, and failed only in one single circumstance, that in all the misery I imagined and dreaded, I did not conceive the hundredth part of the anguish I was destined to endure."
7.154588,8.185248,"It was completely dark when I arrived in the environs of Geneva; the gates of the town were already shut; and I was obliged to pass the night at Secheron, a village at the distance of half a league from the city."
7.3584776,10.521182,"The sky was serene; and, as I was unable to rest, I resolved to visit the spot where my poor William had been murdered."
5.3055105,9.366346,"As I could not pass through the town, I was obliged to cross the lake in a boat to arrive at Plainpalais."
4.5380893,10.775997,During this short voyage I saw the lightnings playing on the summit of Mont Blanc in the most beautiful figures.
4.7319627,10.626146,"The storm appeared to approach rapidly; and, on landing, I ascended a low hill, that I might observe its progress."
4.7665753,10.636426,"It advanced; the heavens were clouded, and I soon felt the rain coming slowly in large drops, but its violence quickly increased."
5.0497875,10.696003,"I quitted my seat, and walked on, although the darkness and storm increased every minute, and the thunder burst with a terrific crash over my head."
4.7099433,10.768294,"It was echoed from Salêve, the Juras, and the Alps of Savoy; vivid flashes of lightning dazzled my eyes, illuminating the lake, making it appear like a vast sheet of fire; then for an instant every thing seemed of a pitchy darkness, until the eye recovered itself from the preceding flash."
4.8056183,10.588886,"The most violent storm hung exactly north of the town, over that part of the lake which lies between the promontory of Belrive and the village of Copêt."
4.6075087,10.67922,"Another storm enlightened Jura with faint flashes; and another darkened and sometimes disclosed the Môle, a peaked mountain to the east of the lake."
7.8049083,10.938486,"This noble war in the sky elevated my spirits; I clasped my hands, and exclaimed aloud, ""William, dear angel!"
5.6616287,11.164997,"As I said these words, I perceived in the gloom a figure which stole from behind a clump of trees near me; I stood fixed, gazing intently: I could not be mistaken."
6.2021284,11.683017,"A flash of lightning illuminated the object, and discovered its shape plainly to me; its gigantic stature, and the deformity of its aspect, more hideous than belongs to humanity, instantly informed me that it was the wretch, the filthy dæmon, to whom I had given life."
6.341385,10.7824545,"No sooner did that idea cross my imagination, than I became convinced of its truth; my teeth chattered, and I was forced to lean against a tree for support."
5.977574,10.66294,"I thought of pursuing the devil; but it would have been in vain, for another flash discovered him to me hanging among the rocks of the nearly perpendicular ascent of Mont Salêve, a hill that bounds Plainpalais on the south."
5.3168745,10.729206,"The thunder ceased; but the rain still continued, and the scene was enveloped in an impenetrable darkness."
7.4377866,11.199186,I revolved in my mind the events which I had until now sought to forget: the whole train of my progress towards the creation; the appearance of the work of my own hands alive at my bedside; its departure.
10.946031,10.845124,Two years had now nearly elapsed since the night on which he first received life; and was this his first crime?
9.824634,12.549713,"I had turned loose into the world a depraved wretch, whose delight was in carnage and misery; had he not murdered my brother?"
6.955894,11.910116,"No one can conceive the anguish I suffered during the remainder of the night, which I spent, cold and wet, in the open air."
7.452368,11.333154,But I did not feel the inconvenience of the weather; my imagination was busy in scenes of evil and despair.
9.090001,12.728544,"I considered the being whom I had cast among mankind, and endowed with the will and power to effect purposes of horror, such as the deed which he had now done, nearly in the light of my own vampire, my own spirit let loose from the grave, and forced to destroy all that was dear to me."
7.813972,11.287512,"A being whom I myself had formed, and endued with life, had met me at midnight among the precipices of an inaccessible mountain."
7.9901123,11.742834,"I remembered also the nervous fever with which I had been seized just at the time that I dated my creation, and which would give an air of delirium to a tale otherwise so utterly improbable."
8.659895,12.31459,"I well knew that if any other had communicated such a relation to me, I should have looked upon it as the ravings of insanity."
7.6396213,12.715255,"Besides, the strange nature of the animal would elude all pursuit, even if I were so far credited as to persuade my relatives to commence it."
6.5956745,10.40835,"I told the servants not to disturb the family, and went into the library to attend their usual hour of rising."
7.730175,8.563153,"Six years had elapsed, passed as a dream but for one indelible trace, and I stood in the same place where I had last embraced my father before my departure for Ingolstadt."
10.744059,9.067503,"It was an historical subject, painted at my father's desire, and represented Caroline Beaufort in an agony of despair, kneeling by the coffin of her dead father."
10.539771,8.353201,"Her garb was rustic, and her cheek pale; but there was an air of dignity and beauty, that hardly permitted the sentiment of pity."
10.60429,9.769082,"You come to us now to share a misery which nothing can alleviate; yet your presence will, I hope, revive our father, who seems sinking under his misfortune; and your persuasions will induce poor Elizabeth to cease her vain and tormenting self-accusations.--Poor William!"
7.610905,11.717008,"Before, I had only imagined the wretchedness of my desolated home; the reality came on me as a new, and a not less terrible, disaster."
11.559107,9.325353,"""She most of all,"" said Ernest, ""requires consolation; she accused herself of having caused the death of my brother, and that made her very wretched."
5.0921307,9.742753,"It is impossible; one might as well try to overtake the winds, or confine a mountain-stream with a straw."
8.638878,10.031297,"""I do not know what you mean,"" replied my brother, in accents of wonder, ""but to us the discovery we have made completes our misery."
11.769353,9.868212,"No one would believe it at first; and even now Elizabeth will not be convinced, notwithstanding all the evidence."
11.605632,9.496758,"Indeed, who would credit that Justine Moritz, who was so amiable, and fond of all the family, could suddenly become capable of so frightful, so appalling a crime?"""
11.778961,9.972219,"""No one did at first; but several circumstances came out, that have almost forced conviction upon us; and her own behaviour has been so confused, as to add to the evidence of facts a weight that, I fear, leaves no hope for doubt."
11.481474,9.204519,"He related that, the morning on which the murder of poor William had been discovered, Justine had been taken ill, and confined to her bed for several days."
11.197609,9.380428,"During this interval, one of the servants, happening to examine the apparel she had worn on the night of the murder, had discovered in her pocket the picture of my mother, which had been judged to be the temptation of the murderer."
11.471419,9.509982,"The servant instantly showed it to one of the others, who, without saying a word to any of the family, went to a magistrate; and, upon their deposition, Justine was apprehended."
11.792958,9.843894,"On being charged with the fact, the poor girl confirmed the suspicion in a great measure by her extreme confusion of manner."
10.81991,11.03013,"This was a strange tale, but it did not shake my faith; and I replied earnestly, ""You are all mistaken; I know the murderer."
9.862791,9.330946,"I saw unhappiness deeply impressed on his countenance, but he endeavoured to welcome me cheerfully; and, after we had exchanged our mournful greeting, would have introduced some other topic than that of our disaster, had not Ernest exclaimed, ""Good God, papa!"
9.163718,10.431442,"""We do also, unfortunately,"" replied my father; ""for indeed I had rather have been for ever ignorant than have discovered so much depravity and ingratitude in one I valued so highly."""
11.710768,9.998637,"I was firmly convinced in my own mind that Justine, and indeed every human being, was guiltless of this murder."
11.71189,10.07921,"I had no fear, therefore, that any circumstantial evidence could be brought forward strong enough to convict her."
8.40994,12.5496235,My tale was not one to announce publicly; its astounding horror would be looked upon as madness by the vulgar.
9.550958,12.769625,"Did any one indeed exist, except I, the creator, who would believe, unless his senses convinced him, in the existence of the living monument of presumption and rash ignorance which I had let loose upon the world?"
10.566573,8.621098,Time had altered her since I last beheld her; it had endowed her with loveliness surpassing the beauty of her childish years.
8.968691,8.728279,"There was the same candour, the same vivacity, but it was allied to an expression more full of sensibility and intellect."
10.213083,10.341119,"Our misfortune is doubly hard to us; we have not only lost that lovely darling boy, but this poor girl, whom I sincerely love, is to be torn away by even a worse fate."
10.657799,9.6609955,"But she will not, I am sure she will not; and then I shall be happy again, even after the sad death of my little William."""
11.626791,10.123166,"""She is innocent, my Elizabeth,"" said I, ""and that shall be proved; fear nothing, but let your spirits be cheered by the assurance of her acquittal."""
11.700695,9.776129,"every one else believes in her guilt, and that made me wretched, for I knew that it was impossible: and to see every one else prejudiced in so deadly a manner rendered me hopeless and despairing."""
11.687809,10.072503,"If she is, as you believe, innocent, rely on the justice of our laws, and the activity with which I shall prevent the slightest shadow of partiality."""
10.922873,10.41018,"My father and the rest of the family being obliged to attend as witnesses, I accompanied them to the court."
11.14793,10.331403,"It was to be decided, whether the result of my curiosity and lawless devices would cause the death of two of my fellow-beings: one a smiling babe, full of innocence and joy; the other far more dreadfully murdered, with every aggravation of infamy that could make the murder memorable in horror."
11.538416,9.258696,"Justine also was a girl of merit, and possessed qualities which promised to render her life happy: now all was to be obliterated in an ignominious grave; and I the cause!"
11.570366,10.032802,"A thousand times rather would I have confessed myself guilty of the crime ascribed to Justine; but I was absent when it was committed, and such a declaration would have been considered as the ravings of a madman, and would not have exculpated her who suffered through me."
10.622747,8.34667,"She was dressed in mourning; and her countenance, always engaging, was rendered, by the solemnity of her feelings, exquisitely beautiful."
10.927287,8.689663,"Yet she appeared confident in innocence, and did not tremble, although gazed on and execrated by thousands; for all the kindness which her beauty might otherwise have excited, was obliterated in the minds of the spectators by the imagination of the enormity she was supposed to have committed."
11.08287,8.572705,"She was tranquil, yet her tranquillity was evidently constrained; and as her confusion had before been adduced as a proof of her guilt, she worked up her mind to an appearance of courage."
10.868932,8.414271,"When she entered the court, she threw her eyes round it, and quickly discovered where we were seated."
10.609003,8.623224,"A tear seemed to dim her eye when she saw us; but she quickly recovered herself, and a look of sorrowful affection seemed to attest her utter guiltlessness."
11.684914,9.985163,"The trial began; and, after the advocate against her had stated the charge, several witnesses were called."
11.780119,9.941099,"Several strange facts combined against her, which might have staggered any one who had not such proof of her innocence as I had."
11.131602,8.438895,"She had been out the whole of the night on which the murder had been committed, and towards morning had been perceived by a market-woman not far from the spot where the body of the murdered child had been afterwards found."
11.321649,8.709474,"The woman asked her what she did there; but she looked very strangely, and only returned a confused and unintelligible answer."
11.059972,8.114947,"She returned to the house about eight o'clock; and, when one enquired where she had passed the night, she replied that she had been looking for the child, and demanded earnestly if any thing had been heard concerning him."
11.253839,9.341737,"The picture was then produced, which the servant had found in her pocket; and when Elizabeth, in a faltering voice, proved that it was the same which, an hour before the child had been missed, she had placed round his neck, a murmur of horror and indignation filled the court."
10.886188,8.4950075,"Sometimes she struggled with her tears; but, when she was desired to plead, she collected her powers, and spoke, in an audible, although variable voice."
11.462317,10.404368,"But I do not pretend that my protestations should acquit me: I rest my innocence on a plain and simple explanation of the facts which have been adduced against me; and I hope the character I have always borne will incline my judges to a favourable interpretation, where any circumstance appears doubtful or suspicious."""
10.946393,8.39593,"She then related that, by the permission of Elizabeth, she had passed the evening of the night on which the murder had been committed at the house of an aunt at Chêne, a village situated at about a league from Geneva."
10.953868,8.088198,"On her return, at about nine o'clock, she met a man, who asked her if she had seen any thing of the child who was lost."
11.074156,8.304478,"She was alarmed by this account, and passed several hours in looking for him, when the gates of Geneva were shut, and she was forced to remain several hours of the night in a barn belonging to a cottage, being unwilling to call up the inhabitants, to whom she was well known."
11.111968,8.404361,"Most of the night she spent here watching; towards morning she believed that she slept for a few minutes; some steps disturbed her, and she awoke."
11.16448,8.3773,"That she had been bewildered when questioned by the market-woman was not surprising, since she had passed a sleepless night, and the fate of poor William was yet uncertain."
9.742636,11.2613325,"""I know,"" continued the unhappy victim, ""how heavily and fatally this one circumstance weighs against me, but I have no power of explaining it; and when I have expressed my utter ignorance, I am only left to conjecture concerning the probabilities by which it might have been placed in my pocket."
10.369836,12.092441,"I believe that I have no enemy on earth, and none surely would have been so wicked as to destroy me wantonly."
9.8095455,8.046479,"I know of no opportunity afforded him for so doing; or, if I had, why should he have stolen the jewel, to part with it again so soon?"
11.232163,10.681619,"I beg permission to have a few witnesses examined concerning my character; and if their testimony shall not overweigh my supposed guilt, I must be condemned, although I would pledge my salvation on my innocence."""
11.762496,9.877857,"Several witnesses were called, who had known her for many years, and they spoke well of her; but fear, and hatred of the crime of which they supposed her guilty, rendered them timorous, and unwilling to come forward."
11.060131,9.240787,"Elizabeth saw even this last resource, her excellent dispositions and irreproachable conduct, about to fail the accused, when, although violently agitated, she desired permission to address the court."
10.397034,8.606687,"""I am,"" said she, ""the cousin of the unhappy child who was murdered, or rather his sister, for I was educated by, and have lived with his parents ever since and even long before, his birth."
9.671788,10.459281,"It may therefore be judged indecent in me to come forward on this occasion; but when I see a fellow-creature about to perish through the cowardice of her pretended friends, I wish to be allowed to speak, that I may say what I know of her character."
10.3607,8.597698,"She nursed Madame Frankenstein, my aunt, in her last illness, with the greatest affection and care; and afterwards attended her own mother during a tedious illness, in a manner that excited the admiration of all who knew her; after which she again lived in my uncle's house, where she was beloved by all the family."
10.363674,8.612124,"She was warmly attached to the child who is now dead, and acted towards him like a most affectionate mother."
11.722148,10.059197,"For my own part, I do not hesitate to say, that, notwithstanding all the evidence produced against her, I believe and rely on her perfect innocence."
10.806343,8.867559,"She had no temptation for such an action: as to the bauble on which the chief proof rests, if she had earnestly desired it, I should have willingly given it to her; so much do I esteem and value her."""
11.082226,9.213637,"A murmur of approbation followed Elizabeth's simple and powerful appeal; but it was excited by her generous interference, and not in favour of poor Justine, on whom the public indignation was turned with renewed violence, charging her with the blackest ingratitude."
9.837826,12.43901,"Could the dæmon, who had (I did not for a minute doubt) murdered my brother, also in his hellish sport have betrayed the innocent to death and ignominy?"
8.439293,12.346769,"I could not sustain the horror of my situation; and when I perceived that the popular voice, and the countenances of the judges, had already condemned my unhappy victim, I rushed out of the court in agony."
11.43056,9.844467,"The tortures of the accused did not equal mine; she was sustained by innocence, but the fangs of remorse tore my bosom, and would not forego their hold."
7.965779,11.979298,"I had before experienced sensations of horror; and I have endeavoured to bestow upon them adequate expressions, but words cannot convey an idea of the heart-sickening despair that I then endured."
11.52693,10.276482,"""That evidence,"" he observed, ""was hardly required in so glaring a case, but I am glad of it; and, indeed, none of our judges like to condemn a criminal upon circumstantial evidence, be it ever so decisive."""
10.624772,11.158393,"and was I really as mad as the whole world would believe me to be, if I disclosed the object of my suspicions?"
11.043907,10.357691,"""My cousin,"" replied I, ""it is decided as you may have expected; all judges had rather that ten innocent should suffer, than that one guilty should escape."
11.579085,9.327384,"Justine, whom I loved and esteemed as my sister, how could she put on those smiles of innocence only to betray?"
10.402452,8.381472,"My father wished her not to go; but said, that he left it to her own judgment and feelings to decide."
11.031339,9.733986,"""Yes,"" said Elizabeth, ""I will go, although she is guilty; and you, Victor, shall accompany me: I cannot go alone."""
11.4180155,9.065468,"We entered the gloomy prison-chamber, and beheld Justine sitting on some straw at the farther end; her hands were manacled, and her head rested on her knees."
10.950185,9.162371,"She rose on seeing us enter; and when we were left alone with her, she threw herself at the feet of Elizabeth, weeping bitterly."
9.154101,10.600471,"I relied on your innocence; and although I was then very wretched, I was not so miserable as I am now."""
10.807107,11.193215,"I am not one of your enemies; I believed you guiltless, notwithstanding every evidence, until I heard that you had yourself declared your guilt."
11.598064,10.131993,"That report, you say, is false; and be assured, dear Justine, that nothing can shake my confidence in you for a moment, but your own confession."""
10.561963,11.184881,"I confessed, that I might obtain absolution; but now that falsehood lies heavier at my heart than all my other sins."
10.7393465,11.251037,"Ever since I was condemned, my confessor has besieged me; he threatened and menaced, until I almost began to think that I was the monster that he said I was."
